,관리번호,자치구_x,와이파이명,도로명주소,상세주소,설치위치(층),설치유형,설치기관,서비스구분,망종류,설치년도,실내외구분,wifi접속환경,X좌표,Y좌표,작업일자,자치구_y,AP별 이용량(GB),이용량
0,ARI00001,서대문구,상수도사업본부,서소문로 51,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"2,960.58 GB","2,960.58 "
1,ARI00002,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,0.00 GB,0.00 
2,ARI00003,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,764.94 GB,764.94 
3,ARI00004,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,321.82 GB,321.82 
4,ARI00005,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"1,467.67 GB","1,467.67 "
5,ARI00008,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"1,412.81 GB","1,412.81 "
6,ARI00009,서대문구,상수도사업본부,서소문로 51,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,133.31 GB,133.31 
7,ARI00010,서대문구,상수도사업본부,서소문로 51,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,483.29 GB,483.29 
8,ARI00011,서대문구,상수도사업본부,서소문로 51,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,588.67 GB,588.67 
9,ARI00012,서대문구,상수도사업본부,서소문로 51,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,425.88 GB,425.88 
10,ARI00013,서대문구,상수도사업본부,서소문로 51,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,285.16 GB,285.16 
11,ARI00014,서대문구,상수도사업본부,서소문로 51,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"1,381.86 GB","1,381.86 "
12,ARI00015,서대문구,상수도사업본부,서소문로 51,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,421.68 GB,421.68 
13,ARI00016,서대문구,상수도사업본부,서소문로 51,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,889.50 GB,889.50 
14,ARI00018,서대문구,상수도사업본부,서소문로 51,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,186.94 GB,186.94 
15,ARI00019,서대문구,상수도사업본부,서소문로 51,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,898.07 GB,898.07 
16,ARI00020,서대문구,상수도사업본부,서소문로 51,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,630.09 GB,630.09 
17,ARI00021,서대문구,상수도사업본부,서소문로 51,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,343.47 GB,343.47 
18,ARI00022,서대문구,상수도사업본부,서소문로 51,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,201.40 GB,201.40 
19,ARI00023,서대문구,상수도사업본부,서소문로 51,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,217.44 GB,217.44 
20,ARI00024,서대문구,상수도사업본부,서소문로 51,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,52.34 GB,52.34 
21,ARI00025,서대문구,상수도사업본부,서소문로 51,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,55.95 GB,55.95 
22,ARI00026,서대문구,상수도사업본부,서소문로 51,본관 6F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,220.62 GB,220.62 
23,ARI00027,서대문구,상수도사업본부,서소문로 51,별관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,146.84 GB,146.84 
24,ARI00028,서대문구,상수도사업본부,서소문로 51,별관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"1,847.94 GB","1,847.94 "
25,ARI00029,서대문구,상수도사업본부,서소문로 51,별관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,136.79 GB,136.79 
26,ARI00030,서대문구,상수도사업본부,서소문로 51,별관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"7,207.24 GB","7,207.24 "
27,ARI00031,서대문구,상수도사업본부,서소문로 51,별관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,115.11 GB,115.11 
28,ARI00032,서대문구,상수도사업본부,서소문로 51,본관,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,198.33 GB,198.33 
29,ARI00033,서대문구,상수도사업본부,서소문로 51,본관,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,32.33 GB,32.33 
30,ARI00034,서대문구,상수도사업본부,서소문로 51,본관,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,10.30 GB,10.30 
31,ARI00035,서대문구,상수도사업본부,서소문로 51,본관,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.96675,37.561924,2021-12-14 10:57,서대문구,"1,436.46 GB","1,436.46 "
32,ARI00036,중구,중부수도사업소,장충단로 88,본관 B1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,68.98 GB,68.98 
33,ARI00037,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,316.44 GB,316.44 
34,ARI00038,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,777.88 GB,777.88 
35,ARI00039,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,263.02 GB,263.02 
36,ARI00040,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,"1,399.26 GB","1,399.26 "
37,ARI00041,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,829.55 GB,829.55 
38,ARI00042,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,"2,536.75 GB","2,536.75 "
39,ARI00043,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,130.21 GB,130.21 
40,ARI00044,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,864.99 GB,864.99 
41,ARI00045,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,595.05 GB,595.05 
42,ARI00046,중구,중부수도사업소,장충단로 88,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,"2,137.74 GB","2,137.74 "
43,ARI00047,중구,중부수도사업소,장충단로 88,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,682.12 GB,682.12 
44,ARI00048,중구,중부수도사업소,장충단로 88,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,488.76 GB,488.76 
45,ARI00049,중구,중부수도사업소,장충단로 88,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,189.57 GB,189.57 
46,ARI00050,중구,중부수도사업소,장충단로 88,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,718.93 GB,718.93 
47,ARI00051,중구,중부수도사업소,장충단로 88,별관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.0031,37.553608,2021-12-14 10:57,중구,505.50 GB,505.50 
48,ARI00052,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.0031,37.553608,2021-12-14 10:57,중구,172.07 GB,172.07 
49,ARI00053,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.0031,37.553608,2021-12-14 10:57,중구,494.31 GB,494.31 
50,ARI00054,중구,중부수도사업소,장충단로 88,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.0031,37.553608,2021-12-14 10:57,중구,772.88 GB,772.88 
51,ARI00055,서대문구,서부수도사업소,통일로26길 41,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,"2,518.07 GB","2,518.07 "
52,ARI00056,서대문구,서부수도사업소,통일로26길 41,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,651.59 GB,651.59 
53,ARI00057,서대문구,서부수도사업소,통일로26길 41,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,279.44 GB,279.44 
54,ARI00058,서대문구,서부수도사업소,통일로26길 41,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,272.37 GB,272.37 
55,ARI00059,서대문구,서부수도사업소,통일로26길 41,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,118.74 GB,118.74 
56,ARI00060,서대문구,서부수도사업소,통일로26길 41,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,"5,144.23 GB","5,144.23 "
57,ARI00061,서대문구,서부수도사업소,통일로26길 41,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,"1,894.83 GB","1,894.83 "
58,ARI00062,서대문구,서부수도사업소,통일로26길 41,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,221.55 GB,221.55 
59,ARI00063,서대문구,서부수도사업소,통일로26길 41,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,"2,330.12 GB","2,330.12 "
60,ARI00064,서대문구,서부수도사업소,통일로26길 41,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,970.48 GB,970.48 
61,ARI00065,서대문구,서부수도사업소,통일로26길 41,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,85.21 GB,85.21 
62,ARI00066,서대문구,서부수도사업소,통일로26길 41,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,630.21 GB,630.21 
63,ARI00067,서대문구,서부수도사업소,통일로26길 41,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,216.54 GB,216.54 
64,ARI00068,서대문구,서부수도사업소,통일로26길 41,본관 5F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,123.70 GB,123.70 
65,ARI00069,서대문구,서부수도사업소,통일로26길 41,별관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,6.55 GB,6.55 
66,ARI00070,서대문구,서부수도사업소,통일로26길 41,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,762.87 GB,762.87 
67,ARI00071,서대문구,서부수도사업소,통일로26길 41,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,126.952415,37.583054,2021-12-14 10:57,서대문구,179.19 GB,179.19 
68,ARI00073,성동구,동부수도사업소,고산자로10길 13,본관 B1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,129.49 GB,129.49 
69,ARI00074,성동구,동부수도사업소,고산자로10길 13,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,"1,861.32 GB","1,861.32 "
70,ARI00075,성동구,동부수도사업소,고산자로10길 13,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,690.33 GB,690.33 
71,ARI00076,성동구,동부수도사업소,고산자로10길 13,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,994.91 GB,994.91 
72,ARI00077,성동구,동부수도사업소,고산자로10길 13,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,339.28 GB,339.28 
73,ARI00078,성동구,동부수도사업소,고산자로10길 13,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,"1,859.58 GB","1,859.58 "
74,ARI00079,성동구,동부수도사업소,고산자로10길 13,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,"1,539.84 GB","1,539.84 "
75,ARI00080,성동구,동부수도사업소,고산자로10길 13,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,422.88 GB,422.88 
76,ARI00081,성동구,동부수도사업소,고산자로10길 13,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,219.88 GB,219.88 
77,ARI00082,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,348.49 GB,348.49 
78,ARI00083,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,163.06 GB,163.06 
79,ARI00084,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,87.38 GB,87.38 
80,ARI00085,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,"1,092.43 GB","1,092.43 "
81,ARI00086,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,863.79 GB,863.79 
82,ARI00087,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,0.02 GB,0.02 
83,ARI00088,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,650.76 GB,650.76 
84,ARI00089,성동구,동부수도사업소,고산자로10길 13,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.03539,37.55928,2021-12-14 10:57,성동구,578.15 GB,578.15 
85,ARI00090,강북구,북부수도사업소,한천로 935,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,825.64 GB,825.64 
86,ARI00091,강북구,북부수도사업소,한천로 935,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,299.95 GB,299.95 
87,ARI00092,강북구,북부수도사업소,한천로 935,본관 1F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,"1,505.82 GB","1,505.82 "
88,ARI00093,강북구,북부수도사업소,한천로 935,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,526.53 GB,526.53 
89,ARI00094,강북구,북부수도사업소,한천로 935,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,"2,132.01 GB","2,132.01 "
90,ARI00095,강북구,북부수도사업소,한천로 935,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,"1,344.28 GB","1,344.28 "
91,ARI00096,강북구,북부수도사업소,한천로 935,본관 2F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,"1,068.18 GB","1,068.18 "
92,ARI00097,강북구,북부수도사업소,한천로 935,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,539.47 GB,539.47 
93,ARI00098,강북구,북부수도사업소,한천로 935,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,285.76 GB,285.76 
94,ARI00099,강북구,북부수도사업소,한천로 935,본관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,588.70 GB,588.70 
95,ARI00100,강북구,북부수도사업소,한천로 935,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,234.18 GB,234.18 
96,ARI00101,강북구,북부수도사업소,한천로 935,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,718.01 GB,718.01 
97,ARI00102,강북구,북부수도사업소,한천로 935,본관 4F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,715.98 GB,715.98 
98,ARI00103,강북구,북부수도사업소,한천로 935,별관 3F,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,987.50 GB,987.50 
99,ARI00104,강북구,북부수도사업소,한천로 935,본관 B1,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,65.20 GB,65.20 
100,ARI00105,강북구,북부수도사업소,한천로 935,본관 B1,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,785.40 GB,785.40 
101,ARI00106,강북구,북부수도사업소,한천로 935,본관 B1,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,455.24 GB,455.24 
102,ARI00107,강북구,북부수도사업소,한천로 935,본관 B1,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,679.82 GB,679.82 
103,ARI00108,강북구,북부수도사업소,한천로 935,본관 B1,,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2019,실내,,127.036125,37.634155,2021-12-14 10:57,강북구,158.01 GB,158.01 
104,ARI00109,양천구,강서수도사업소,양천구 목동동로 151,본관 1F,1,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,"1,301.06 GB","1,301.06 "
105,ARI00112,양천구,강서수도사업소,양천구 목동동로 151,본관 1F,1,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,"1,169.23 GB","1,169.23 "
106,ARI00113,양천구,강서수도사업소,양천구 목동동로 151,본관 2F,2,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,246.39 GB,246.39 
107,ARI00114,양천구,강서수도사업소,양천구 목동동로 151,본관 2F,2,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,578.54 GB,578.54 
108,ARI00115,양천구,강서수도사업소,양천구 목동동로 151,본관 2F,2,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,"1,112.10 GB","1,112.10 "
109,ARI00116,양천구,강서수도사업소,양천구 목동동로 151,본관 3F,3,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,223.43 GB,223.43 
110,ARI00117,양천구,강서수도사업소,양천구 목동동로 151,본관 3F,3,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,235.94 GB,235.94 
111,ARI00118,양천구,강서수도사업소,양천구 목동동로 151,본관 3F,3,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,501.39 GB,501.39 
112,ARI00119,양천구,강서수도사업소,양천구 목동동로 151,본관 4F,4,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,112.60 GB,112.60 
113,ARI00120,양천구,강서수도사업소,양천구 목동동로 151,본관 4F,4,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,193.71 GB,193.71 
114,ARI00121,양천구,강서수도사업소,양천구 목동동로 151,본관 4F,4,7-1. 커뮤니티 - 행정,서울시(AP),공공WiFi,수도사업소자가망,2014,실내,,126.86976,37.519573,2021-12-14 10:57,양천구,428.68 GB,428.68 
